accession	taxid	realm	kingdom	phylum	class	order	family	genus	species	host	length_bp
NC_055265.1	1929964	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus jotagastroenteritidis	eukaryote	3010
NC_055266.1	1929964	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus jotagastroenteritidis	eukaryote	1017
NC_055267.1	1929964	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus jotagastroenteritidis	eukaryote	793
NC_055268.1	1929964	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus jotagastroenteritidis	eukaryote	3533
NC_055269.1	1929964	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus jotagastroenteritidis	eukaryote	2200
NC_055270.1	1929964	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus jotagastroenteritidis	eukaryote	1322
NC_055271.1	1929964	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus jotagastroenteritidis	eukaryote	1277
NC_055272.1	1929964	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus jotagastroenteritidis	eukaryote	1108
NC_055273.1	1929964	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus jotagastroenteritidis	eukaryote	620
NC_055208.1	1980624	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Dichorhavirus	Dichorhavirus citri	eukaryote	6518
NC_055209.1	1980624	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Dichorhavirus	Dichorhavirus citri	eukaryote	5987
NC_055213.1	2010276	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	Phasmaviridae	Orthophasmavirus	Orthophasmavirus culicis	eukaryote	2076
NC_055214.1	2010276	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	Phasmaviridae	Orthophasmavirus	Orthophasmavirus culicis	eukaryote	2249
NC_055215.1	2010276	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	Phasmaviridae	Orthophasmavirus	Orthophasmavirus culicis	eukaryote	6489
NC_055251.1	2014339	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Coltivirus tarumizuense	eukaryote	2021
NC_055252.1	2014339	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Coltivirus tarumizuense	eukaryote	1871
NC_055253.1	2014339	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Coltivirus tarumizuense	eukaryote	979
NC_055254.1	2014339	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Coltivirus tarumizuense	eukaryote	3926
NC_055255.1	2014339	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Coltivirus tarumizuense	eukaryote	4335
NC_055256.1	2014339	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Coltivirus tarumizuense	eukaryote	804
NC_055257.1	2014339	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Coltivirus tarumizuense	eukaryote	1587
NC_055258.1	2014339	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Coltivirus tarumizuense	eukaryote	1902
NC_055259.1	2014339	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Coltivirus tarumizuense	eukaryote	3171
NC_055260.1	2014339	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Coltivirus tarumizuense	eukaryote	2003
NC_055261.1	2014339	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Coltivirus tarumizuense	eukaryote	3534
NC_055262.1	2014339	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Coltivirus tarumizuense	eukaryote	2629
NC_055433.1	2034330	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Phenuiviridae	Ixovirus	Ixovirus norvegiae	eukaryote	2496
NC_055434.1	2034330	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Phenuiviridae	Ixovirus	Ixovirus norvegiae	eukaryote	6714
NC_040181.1	1490227	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus jacquemontiamusivi	eukaryote	2578
NC_043526.1	1982675	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus jacquemontiavenae	eukaryote	2585
NC_050697.1	1982675	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus jacquemontiavenae	eukaryote	2543
NC_003801.1	46618	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Betapartitivirus	Betapartitivirus rhiso	eukaryote	2363
NC_055638.1	3051403	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	Hantaviridae	Actinovirus		eukaryote	3804
NC_055639.1	3051403	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	Hantaviridae	Actinovirus		eukaryote	2435
NC_055640.1	3051403	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	Hantaviridae	Actinovirus		eukaryote	6372
NC_040180.1	1317107	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus		eukaryote	2690
NC_040185.1	1772258	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus pavoniae	eukaryote	2667
NC_040186.1	1774200	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus capsicumthailandense	eukaryote	2732
NC_040187.1	1779714	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus lycianthesis	eukaryote	2704
NC_040189.1	1915202	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus phaseovulgaris	eukaryote	2604
NC_040191.1	1949196	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus sidaflavi	eukaryote	2656
NC_040192.1	1960710	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus desmodii	eukaryote	2713
NC_033829.1	1654582				Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	Alphanudivirus dromelanogasteris	eukaryote	152388
NC_026954.1	1592828									eukaryote	2311
NC_026955.1	1592828									eukaryote	1690
NC_002645.1	11137	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus chicagoense	eukaryote	27317
NC_039208.1	1159905	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Deltacoronavirus	Deltacoronavirus suis	eukaryote	25425
NC_016991.1	1159907	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Deltacoronavirus	Deltacoronavirus zosteropis	eukaryote	26041
NC_035191.1	1508228	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus		eukaryote	25995
NC_030116.1	1434088	Varidnaviria	Bamfordvirae	Preplasmiviricota	Pharingeaviricetes	Rowavirales	Adenoviridae	Siadenovirus	Siadenovirus spheniscidae	eukaryote	24662
NC_030888.1	1895000	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Orthocurvulavirus sclerotiniae	eukaryote	2121
NC_030891.1	1895000	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Orthocurvulavirus sclerotiniae	eukaryote	1953
NC_024909.1	1985417	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemykrogvirus	Gemykrogvirus carib1	eukaryote	2232
NC_022128.1	2755028	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Bromoviridae	Ilarvirus	Ilarvirus AGLV	eukaryote	2872
NC_022129.1	2755028	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Bromoviridae	Ilarvirus	Ilarvirus AGLV	eukaryote	2224
NC_006553.1	2870363	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Anativirus	Anativirus aductai	eukaryote	8289
NC_001524.1	2885846	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Deltapapillomavirus	Deltapapillomavirus 1	eukaryote	8095
NC_022127.1	2755028	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Bromoviridae	Ilarvirus	Ilarvirus AGLV	eukaryote	3481
NC_026760.1	2843704	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Maldovirus		eukaryote	2932
NC_027921.1	1712387	Riboviria	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus		eukaryote	2794
NC_021168.1	1298385	Varidnaviria	Bamfordvirae	Preplasmiviricota	Pharingeaviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Mastadenovirus cynocephali	eukaryote	34391
NC_025736.1	1985380	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemycircularvirus	Gemycircularvirus furse1	eukaryote	2224
NC_025734.1	1985381	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemycircularvirus	Gemycircularvirus geras1	eukaryote	2288
NC_025735.1	1985382	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemycircularvirus	Gemycircularvirus geras2	eukaryote	2187
NC_025737.1	1985383	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemycircularvirus	Gemycircularvirus geras3	eukaryote	2199
NC_028123.1	2758136	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus molossi	eukaryote	4903
NC_028120.1	2758138	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus carolliae	eukaryote	5352
NC_005831.2	277944	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus amsterdamense	eukaryote	27553
NC_034494.1	248053	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Nairoviridae	Orthonairovirus	Orthonairovirus bushkeyense	eukaryote	4434
NC_034502.1	248053	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Nairoviridae	Orthonairovirus	Orthonairovirus bushkeyense	eukaryote	12132
NC_034503.1	248053	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Nairoviridae	Orthonairovirus	Orthonairovirus bushkeyense	eukaryote	1898
NC_034554.1	1810952	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Nairoviridae	Orthonairovirus	Orthonairovirus sakhalinense	eukaryote	4414
NC_034561.1	1810952	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Nairoviridae	Orthonairovirus	Orthonairovirus sakhalinense	eukaryote	11806
NC_034562.1	1810952	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Nairoviridae	Orthonairovirus	Orthonairovirus sakhalinense	eukaryote	1613
NC_034510.1	3052525	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Nairoviridae	Orthonairovirus		eukaryote	4436
NC_034520.1	3052525	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Nairoviridae	Orthonairovirus		eukaryote	12004
NC_034521.1	3052525	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Nairoviridae	Orthonairovirus		eukaryote	1768
NC_034511.1	3052532	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Nairoviridae	Orthonairovirus		eukaryote	12104
NC_034512.1	3052532	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Nairoviridae	Orthonairovirus		eukaryote	2225
NC_034522.1	3052532	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Nairoviridae	Orthonairovirus		eukaryote	4932
NC_028752.1	1699095	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus chicagoense	eukaryote	27395
NC_048214.1	300188	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Gammacoronavirus	Gammacoronavirus galli	eukaryote	27754
NC_009988.1	693998	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus rhinolophi	eukaryote	27165
NC_009657.1	693999	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus scotophili	eukaryote	28203
NC_010438.1	694001	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus miniopteri	eukaryote	28773
NC_014470.1	864596	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus		eukaryote	29276
NC_016996.1	1159902	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Deltacoronavirus	Deltacoronavirus gallinulae	eukaryote	26223
NC_016993.1	1159903	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Deltacoronavirus		eukaryote	26689
NC_016992.1	1159906	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Deltacoronavirus		eukaryote	26083
NC_016995.1	1159908	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Deltacoronavirus	Deltacoronavirus marecae	eukaryote	26227
NC_018871.1	1241933	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus rousetti	eukaryote	28494
NC_030292.1	1264898	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus neovisontis	eukaryote	28434
NC_032730.1	1508224	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus ratti	eukaryote	28763
NC_048211.1	1508228	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus		eukaryote	25984
NC_046964.1	2492658	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus pipistrelli	eukaryote	28128
NC_046965.1	2569586	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Gammacoronavirus		eukaryote	28539
NC_039200.1	1972684	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Almendravirus		eukaryote	11287
NC_031957.1	1972685	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Almendravirus		eukaryote	10869
NC_031958.1	1972687	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Almendravirus		eukaryote	10735
NC_043447.1	2340870	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Nepovirus	Nepovirus betasolani	eukaryote	7148
NC_043448.1	2340870	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Nepovirus	Nepovirus betasolani	eukaryote	4527
NC_043524.1	2004460	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus phaseoli	eukaryote	2598
NC_060104.1	2004460	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus phaseoli	eukaryote	2538
NC_060102.1	2593923	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus sidapallidi	eukaryote	2580
NC_060093.1	2664942	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus ocimumvenae	eukaryote	2752
NC_055543.1	1884874	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus hybanthi	eukaryote	2592
NC_060098.1	1884874	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus hybanthi	eukaryote	2562
NC_055544.1	1884875	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus verbenae	eukaryote	2626
NC_060099.1	1884875	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus verbenae	eukaryote	2586
NC_055548.1	2174902	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus sidaflavaureimusivi	eukaryote	2661
NC_060100.1	2174902	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus sidaflavaureimusivi	eukaryote	2589
NC_055570.1	2603436	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumvenadepravationis	eukaryote	2698
NC_060101.1	2603436	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumvenadepravationis	eukaryote	2659
NC_055589.1	2703869	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus phaseolilatens	eukaryote	2613
NC_060091.1	2703869	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus phaseolilatens	eukaryote	2566
NC_055602.1	2704172	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus sidaintervenae	eukaryote	2611
NC_060097.1	2704172	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus sidaintervenae	eukaryote	2579
NC_055586.1	2712846	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumflavusdepravationis	eukaryote	2659
NC_060089.1	2712846	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumflavusdepravationis	eukaryote	2609
NC_055594.1	2720886	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus phaseoliretorridi	eukaryote	2572
NC_060095.1	2720886	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus phaseoliretorridi	eukaryote	2522
NC_028460.3	1985413	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemycircularvirus	Gemycircularvirus soybe1	eukaryote	2234
NC_008714.1	2849103	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus fitauri	eukaryote	7390
NC_006439.1	2905917	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Arenaviridae	Mammarenavirus	Mammarenavirus caliense	eukaryote	6997
NC_006313.1	2907957	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Arenaviridae	Mammarenavirus	Mammarenavirus brazilense	eukaryote	7133
NC_006505.1	2907958	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Isavirus	Isavirus salaris	eukaryote	2169
NC_006563.1	2908011	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Rhopapillomavirus	Rhopapillomavirus 1	eukaryote	7722
NC_006942.1	2908018	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Alphanucleorhabdovirus	Alphanucleorhabdovirus colocasiae	eukaryote	12020
NC_000858.1	194440	Riboviria	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Deltaretrovirus	Deltaretrovirus priTlym1	eukaryote	9028
NC_003323.1	194443	Riboviria	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Deltaretrovirus	Deltaretrovirus priTlym3	eukaryote	8918
NC_030142.1	1985385	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemycircularvirus	Gemycircularvirus lamas1	eukaryote	2125
NC_025733.1	1985386	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemycircularvirus	Gemycircularvirus malas1	eukaryote	2290
NC_007920.1	2847098	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Betaendornavirus	Betaendornavirus gremmeniellae	eukaryote	10375
NC_024769.1	2847848	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Megrivirus	Megrivirus chigalli	eukaryote	9591
NC_005040.1	2847998	Floreoviria	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Hemiambidensovirus	Hemiambidensovirus hemipteran2	eukaryote	5499
NC_004064.1	2847999	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Nebovirus	Nebovirus newburyense	eukaryote	7453
NC_000940.1	2849715	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapovirus sapporoense	eukaryote	7320
NC_024120.1	2902768	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Megrivirus	Megrivirus aturhepa	eukaryote	9700
NC_033793.1	2902769	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Megrivirus	Megrivirus aturhepa	eukaryote	10101
NC_006430.1	2905673	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Orthorubulavirus	Orthorubulavirus mammalis	eukaryote	15246
NC_023425.1	2907992	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	Avihepevirus	Avihepevirus magniiecur	eukaryote	6654
NC_001490.1	12131	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus betarhino	eukaryote	7212
NC_006498.1	55987	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Isavirus		eukaryote	966
NC_006500.2	55987	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Isavirus		eukaryote	1474
NC_006501.1	55987	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Isavirus		eukaryote	1787
NC_006502.1	55987	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Isavirus		eukaryote	2046
NC_006503.1	55987	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Isavirus		eukaryote	2185
NC_006499.1	55987	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Isavirus		eukaryote	1323
NC_016895.2	2758098	Varidnaviria	Bamfordvirae	Preplasmiviricota	Pharingeaviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Mastadenovirus musauriti	eukaryote	31806
NC_055582.1	2593922	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus cucumis	eukaryote	2627
NC_060103.1	2593922	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus cucumis	eukaryote	2599
NC_063268.1	79889	Duplodnaviria	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Varicellovirus	Varicellovirus bovinealpha1	eukaryote	134896
NC_055616.1	1980160	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus sophorae	eukaryote	978
NC_055617.1	1980160	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus sophorae	eukaryote	988
NC_055618.1	1980160	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus sophorae	eukaryote	997
NC_055619.1	1980160	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus sophorae	eukaryote	980
NC_055620.1	1980160	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Mulpavirales	Nanoviridae	Nanovirus	Nanovirus sophorae	eukaryote	996
