accession	taxid	realm	kingdom	phylum	class	order	family	genus	species	host	length_bp
NC_073032.1	2886031	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Mesyanzhinovviridae	Bosavirus	Bosavirus FMYAK	prokaryote	64088
NC_073046.1	2894778	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Wbetavirus	Wbetavirus booya	prokaryote	39660
NC_073045.1	2894779	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Wbetavirus	Wbetavirus mcsteamy	prokaryote	39748
NC_073034.1	2909581	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Mesyanzhinovviridae	Bosavirus	Bosavirus Axl1	prokaryote	63962
NC_073027.1	2930315	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Mesyanzhinovviridae	Ghuizhouvirus	Ghuizhouvirus A1432	prokaryote	61660
NC_073029.1	2939127	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Mesyanzhinovviridae	Elanorvirus	Elanorvirus elanor	prokaryote	62341
NC_073030.1	2939131	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Mesyanzhinovviridae	Mallosvirus	Mallosvirus mallos	prokaryote	59242
NC_073028.1	2943841	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Mesyanzhinovviridae	Xooduovirus	Xooduovirus QDWS359	prokaryote	61862
NC_073031.1	2948610	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Mesyanzhinovviridae	Donnerlittchenvirus	Donnerlittchenvirus donnerlittchenvirus	prokaryote	58220
NC_073036.1	2975529	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Mesyanzhinovviridae	Bosavirus	Bosavirus Doca10	prokaryote	64024
NC_073026.1	2975532	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Mesyanzhinovviridae	Docaquintavirus	Docaquintavirus doca5	prokaryote	56408
NC_073035.1	2975533	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Mesyanzhinovviridae	Bosavirus	Bosavirus Doca6	prokaryote	62951
NC_073037.1	2981578	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Mesyanzhinovviridae	Pamexvirus	Pamexvirus phiH2	prokaryote	57666
NC_073039.1	2982871	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Mesyanzhinovviridae	Pamexvirus	Pamexvirus phiH1	prokaryote	57600
NC_073069.1	2060112	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus B2	prokaryote	44283
NC_073063.1	2488596	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus PNS1	prokaryote	43945
NC_073064.1	2508185	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus PTXU06	prokaryote	45904
NC_073060.1	2508186	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus WF5505	prokaryote	47082
NC_073058.1	2508187	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus WF1	prokaryote	45536
NC_073070.1	2565596	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus CECKaz2018	prokaryote	44283
NC_073072.1	2696386	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus bob	prokaryote	45256
NC_073076.1	2696411	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus jat	prokaryote	44417
NC_073073.1	2696416	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus mckay	prokaryote	44443
NC_073056.1	2696442	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus rolling	prokaryote	46017
NC_073078.1	2696462	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus welsh	prokaryote	45207
NC_073085.1	2735301	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus dv011D5	prokaryote	45204
NC_073087.1	2742948	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus gluttonyev152	prokaryote	44825
NC_073084.1	2763527	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus bov221	prokaryote	44612
NC_073077.1	2776148	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus maverick	prokaryote	42624
NC_073074.1	2823683	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus UAEM101	prokaryote	44281
NC_073083.1	2835936	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus BF9	prokaryote	44963
NC_073081.1	2836105	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus sponge	prokaryote	44887
NC_073062.1	2851978	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus theodorherzl	prokaryote	43627
NC_073067.1	2851979	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus paulfeyerabend	prokaryote	44550
NC_073066.1	2851980	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus georgbuechner	prokaryote	44295
NC_073057.1	2851981	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus karlbarth	prokaryote	43104
NC_073089.1	2851982	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus oekolampad	prokaryote	44882
NC_073061.1	2865793	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus dv 101114BS4	prokaryote	45251
NC_073059.1	2865806	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus CHD5UKE2	prokaryote	45243
NC_073075.1	2894588	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus ZCEC10	prokaryote	44776
NC_073054.1	2894747	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus JLBYU37	prokaryote	45011
NC_073052.1	2894753	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus JLBYU60	prokaryote	44804
NC_073090.1	2894785	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Athenavirus	Athenavirus athena	prokaryote	37369
NC_073068.1	2894793	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus pubbukkers	prokaryote	44476
NC_073079.1	2894795	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus Over9000	prokaryote	44583
NC_073053.1	2894796	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus teewinot	prokaryote	41800
NC_073082.1	2902747	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus stardew	prokaryote	44715
NC_073055.1	2906743	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus opt212	prokaryote	44488
NC_073050.1	2917160	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Zhangjivirus	Zhangjivirus fado	prokaryote	164756
NC_073086.1	2924880	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus		prokaryote	45204
NC_073065.1	2924881	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus Zar3M	prokaryote	45901
NC_073080.1	2936906	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus EC115	prokaryote	44849
NC_073088.1	2936919	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus PC2	prokaryote	45201
NC_073051.1	2970333	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus PEC14	prokaryote	37268
NC_073091.1	3025408	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Theosmithvirus	Theosmithvirus tv0105phi72	prokaryote	52629
NC_073170.1	1897529	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus SEW109	prokaryote	42147
NC_073216.1	1914788	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus STP03	prokaryote	43428
NC_073204.1	1929963	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus LPSE1	prokaryote	41854
NC_073186.1	2024214	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus PVPSE2	prokaryote	42425
NC_073200.1	2231334	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus S100	prokaryote	43468
NC_073199.1	2231336	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus S102	prokaryote	42439
NC_073182.1	2301720	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus VSe103	prokaryote	42262
NC_073175.1	2301722	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus VSt10	prokaryote	41581
NC_073213.1	2562176	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus SB3	prokaryote	41147
NC_073195.1	2580409	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus shelanagig	prokaryote	42541
NC_073169.1	2592216	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus SS5	prokaryote	41392
NC_073187.1	2603848	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus EnJE1	prokaryote	42894
NC_073191.1	2603849	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus EnJE6	prokaryote	43129
NC_073176.1	2653660	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus VSe101	prokaryote	41757
NC_073177.1	2664131	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus vsam	prokaryote	43221
NC_073092.1	2674975	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Subavirus	Subavirus suba	prokaryote	45510
NC_073173.1	2713283	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus blauehaus	prokaryote	41993
NC_073202.1	2713289	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus celemicas	prokaryote	43193
NC_073218.1	2713291	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus demigod	prokaryote	43605
NC_073201.1	2713293	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus dunkel	prokaryote	43985
NC_073171.1	2713302	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus horsemountain	prokaryote	42375
NC_073217.1	2713312	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus pink	prokaryote	43203
NC_073219.1	2713319	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus		prokaryote	42124
NC_073172.1	2713320	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus skrot	prokaryote	42879
NC_073180.1	2713323	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus templet	prokaryote	41598
NC_073174.1	2713326	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus wast	prokaryote	40748
NC_073183.1	2749412	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus NBSal007	prokaryote	43747
NC_073196.1	2749668	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus NBSal006	prokaryote	41850
NC_073207.1	2759195	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus SHWT1	prokaryote	40629
NC_073181.1	2762669	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus jv5sent1	prokaryote	43760
NC_073208.1	2795238	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus SLMP1	prokaryote	40781
NC_073214.1	2801553	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus ER1	prokaryote	42847
NC_073198.1	2801566	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus ER21	prokaryote	42503
NC_073197.1	2801568	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus ER23	prokaryote	43125
NC_073189.1	2831178	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus JD01	prokaryote	44880
NC_073210.1	2849081	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus fmbp1	prokaryote	40731
NC_073179.1	2873373	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus TUMSE4	prokaryote	43018
NC_073215.1	2877945	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus SGPC	prokaryote	42345
NC_073188.1	2886209	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus S532	prokaryote	43620
NC_073190.1	2886211	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus S528	prokaryote	42662
NC_073205.1	2894344	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus LP31	prokaryote	42600
NC_073178.1	2906028	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus TUMSE19	prokaryote	42813
NC_073193.1	2906742	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus S10	prokaryote	43324
NC_073185.1	2914173	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus PBSE191	prokaryote	41332
NC_073192.1	2914178	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus F118P13	prokaryote	42378
NC_073093.1	2939128	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Shirevirus	Shirevirus langgrundblatt1	prokaryote	44239
NC_073094.1	2939129	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Shirevirus	Shirevirus langgrundblatt2	prokaryote	44768
NC_073095.1	2939132	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Shirevirus	Shirevirus pfeifenkraut	prokaryote	43791
NC_073206.1	2950460	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus CTH7	prokaryote	42160
NC_073209.1	2959430	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus GRNsp50	prokaryote	42078
NC_073211.1	2968433	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus T102	prokaryote	41941
NC_073194.1	2982171	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus LDW16	prokaryote	43359
NC_073203.1	2982923	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus METP100143	prokaryote	43205
NC_073212.1	2996091	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus ZCSE9	prokaryote	42689
NC_073184.1	3003233	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Jerseyvirus	Jerseyvirus F12013	prokaryote	43628
NC_069146.1	2024312	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Cornellvirus	Cornellvirus St162	prokaryote	42701
NC_062748.1	2745673	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Aggregaviridae	Harrekavirus	Harrekavirus harreka	prokaryote	43175
NC_001653.2	12475	Ribozyviria					Kolmioviridae	Deltavirus	Deltavirus italiense	eukaryote	1682
NC_011097.2	549205	Riboviria	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Badnavirus necrozamiae	eukaryote	9227
NC_029304.2	1750712				Naldaviricetes	Lefavirales	Baculoviridae	Betabaculovirus	Betabaculovirus cnamedinalis	eukaryote	111248
NC_071039.1	2163605	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Arenbergviridae	Wroclawvirus	Wroclawvirus PA5oct	prokaryote	286783
NC_070970.1	2592193	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Iggyvirus	Iggyvirus iggy	prokaryote	60628
NC_060092.1	2664940	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus ocimumaurei	eukaryote	2678
NC_060094.1	2664941	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus ocimummusivi	eukaryote	2760
NC_047702.1	2741075	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales		Pelagivirus	Pelagivirus S35C6	unknown	42564
NC_071000.1	2783546	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Craquatrovirus	Craquatrovirus PSTCR4	prokaryote	57214
NC_071001.1	2783549	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Craquatrovirus	Craquatrovirus PSTCR7	prokaryote	57986
NC_070951.1	3071007	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Menderavirus	Menderavirus Ps15	prokaryote	161350
NC_073457.1	1821728	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Chymeravirus	Chymeravirus chymera	prokaryote	34742
NC_073456.1	1887657	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Chewyvirus	Chewyvirus chewyVIII	prokaryote	69165
NC_073327.1	2014347	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Gordonvirus	Gordonvirus niktson	prokaryote	58405
NC_073328.1	2015864	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Gordonvirus	Gordonvirus nightmare	prokaryote	58839
NC_073326.1	2015871	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Gordonvirus	Gordonvirus teacup	prokaryote	58238
NC_073438.1	2126928	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dismasvirus		prokaryote	42655
NC_073432.1	2126929	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dismasvirus		prokaryote	42139
NC_073322.1	2144178	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Kagunavirus		prokaryote	42145
NC_073462.1	2182397	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Ibantikvirus	Ibantikvirus ibantik	prokaryote	56362
NC_073332.1	2250368	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Gordonvirus	Gordonvirus tatanka	prokaryote	58120
NC_073330.1	2250389	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Gordonvirus	Gordonvirus synepsis	prokaryote	57542
NC_073329.1	2250409	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Gordonvirus	Gordonvirus breylor17	prokaryote	57822
NC_073596.1	2419952	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Corgivirus	Corgivirus corgi	prokaryote	15771
NC_073588.1	2419963	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Nanditavirus	Nanditavirus nandita	prokaryote	42378
NC_073595.1	2419964	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Noelyvirus	Noelyvirus noely	prokaryote	15013
NC_073589.1	2419968	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Nanditavirus	Nanditavirus ryan	prokaryote	43182
NC_073471.1	2483661	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Spartoivirus	Spartoivirus spartoi	prokaryote	35189
NC_073480.1	2509748	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes					prokaryote	18277
NC_073593.1	2510522	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Elesarvirus	Elesarvirus elesar	prokaryote	42954
NC_073321.1	2530021	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Kagunavirus		prokaryote	43372
NC_073458.1	2565372	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Emirosevirus	Emirosevirus emirose	prokaryote	37429
NC_073597.1	2565509	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Idahovirus	Idahovirus idaho	prokaryote	15675
NC_073452.1	2572529	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dismasvirus		prokaryote	41814
NC_073464.1	2588512	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Lilspottyvirus	Lilspottyvirus lilspotty	prokaryote	49798
NC_073434.1	2590932	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dismasvirus		prokaryote	41692
NC_073436.1	2591213	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dismasvirus		prokaryote	42129
NC_073429.1	2591214	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dismasvirus		prokaryote	42169
NC_073365.1	2591215	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Hodgkinviridae	Mementomorivirus	Mementomorivirus cinna	prokaryote	55366
NC_073363.1	2591216	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Hodgkinviridae	Mementomorivirus	Mementomorivirus cressida	prokaryote	55957
NC_073366.1	2591217	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Hodgkinviridae	Margaeryvirus	Margaeryvirus margaery	prokaryote	56033
NC_073373.1	2596974	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Hodgkinviridae	Metamorphoovirus	Metamorphoovirus tyrumba	prokaryote	53975
NC_073463.1	2599866	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Identitycrisisvirus	Identitycrisisvirus identitycrisis	prokaryote	38341
NC_073465.1	2599870	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Malagasyrosevirus	Malagasyrosevirus malagasyrose	prokaryote	54301
NC_073461.1	2599890	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Gilgameshvirus	Gilgameshvirus gilgamesh	prokaryote	129136
NC_073454.1	2653275	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dismasvirus		prokaryote	41531
NC_073374.1	2656546	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Hodgkinviridae	Metamorphoovirus	Metamorphoovirus ariadne	prokaryote	54347
NC_073375.1	2656550	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Hodgkinviridae	Metamorphoovirus	Metamorphoovirus jayden	prokaryote	53352
NC_073368.1	2656551	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Hodgkinviridae	Meganvirus	Meganvirus megan	prokaryote	55210
NC_073376.1	2656554	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Hodgkinviridae	Metamorphoovirus	Metamorphoovirus teamocil	prokaryote	53496
NC_073325.1	2681674	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Kagunavirus		prokaryote	45566
NC_073364.1	2686228	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Hodgkinviridae	Mementomorivirus	Mementomorivirus matzah	prokaryote	55686
NC_073367.1	2686229	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Hodgkinviridae	Margaeryvirus	Margaeryvirus terij	prokaryote	55691
NC_073598.1	2713258	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Bluefeathervirus	Bluefeathervirus bluefeather	prokaryote	16302
NC_073599.1	2713260	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Whytuvirus	Whytuvirus whytu	prokaryote	15369
NC_073435.1	2713263	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dismasvirus		prokaryote	41594
NC_073431.1	2725619	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dismasvirus		prokaryote	41522
NC_073446.1	2725651	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dismasvirus		prokaryote	41448
NC_073488.1	2736271	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Ignaciovirus	Ignaciovirus cumberbatch	prokaryote	37566
NC_073483.1	2736272	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Ignaciovirus	Ignaciovirus ignacio	prokaryote	38137
NC_073486.1	2736273	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Ignaciovirus	Ignaciovirus vondra	prokaryote	37129
NC_073371.1	2743404	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Hodgkinviridae	Quhwahvirus	Quhwahvirus clearasmud	prokaryote	52987
NC_073484.1	2743999	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Ignaciovirus	Ignaciovirus eklok	prokaryote	37409
